Year,Units,Age group,Sex,Typ of victim-suspect relationship,Degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2010,Number,18 to under 21 years,,,,,,,Intentional homicides,38.0
2011,Number,18 to under 21 years,,,,,,,Intentional homicides,29.0
2012,Number,18 to under 21 years,,,,,,,Intentional homicides,23.0
2013,Number,18 to under 21 years,,,,,,,Intentional homicides,15.0
2014,Number,18 to under 21 years,,,,,,,Intentional homicides,20.0
2015,Number,18 to under 21 years,,,,,,,Intentional homicides,18.0
2016,Number,18 to under 21 years,,,,,,,Intentional homicides,43.0
2017,Number,18 to under 21 years,,,,,,,Intentional homicides,16.0
2018,Number,18 to under 21 years,,,,,,,Intentional homicides,26.0
2019,Number,18 to under 21 years,,,,,,,Intentional homicides,16.0
2020,Number,18 to under 21 years,,,,,,,Intentional homicides,21.0
2021,Number,18 to under 21 years,,,,,,,Intentional homicides,19.0
2022,Number,18 to under 21 years,,,,,,,Intentional homicides,23.0
2023,Number,18 to under 21 years,,,,,,,Intentional homicides,18.0
2024,Number,18 to under 21 years,,,,,,,Intentional homicides,27.0
2025,Number,18 to under 21 years,,,,,,,Intentional homicides,34.0
2010,Number,21 to under 60 years,,,,,,,Intentional homicides,448.0
2011,Number,21 to under 60 years,,,,,,,Intentional homicides,424.0
2012,Number,21 to under 60 years,,,,,,,Intentional homicides,359.0
2013,Number,21 to under 60 years,,,,,,,Intentional homicides,377.0
2014,Number,21 to under 60 years,,,,,,,Intentional homicides,405.0
2015,Number,21 to under 60 years,,,,,,,Intentional homicides,343.0
2016,Number,21 to under 60 years,,,,,,,Intentional homicides,527.0
2017,Number,21 to under 60 years,,,,,,,Intentional homicides,414.0
2018,Number,21 to under 60 years,,,,,,,Intentional homicides,445.0
2019,Number,21 to under 60 years,,,,,,,Intentional homicides,349.0
2020,Number,21 to under 60 years,,,,,,,Intentional homicides,378.0
2021,Number,21 to under 60 years,,,,,,,Intentional homicides,336.0
2022,Number,21 to under 60 years,,,,,,,Intentional homicides,334.0
2023,Number,21 to under 60 years,,,,,,,Intentional homicides,430.0
2024,Number,21 to under 60 years,,,,,,,Intentional homicides,412.0
2025,Number,21 to under 60 years,,,,,,,Intentional homicides,579.0
2010,Number,60 years and older,,,,,,,Intentional homicides,208.0
2011,Number,60 years and older,,,,,,,Intentional homicides,185.0
2012,Number,60 years and older,,,,,,,Intentional homicides,181.0
2013,Number,60 years and older,,,,,,,Intentional homicides,212.0
2014,Number,60 years and older,,,,,,,Intentional homicides,213.0
2015,Number,60 years and older,,,,,,,Intentional homicides,245.0
2016,Number,60 years and older,,,,,,,Intentional homicides,290.0
2017,Number,60 years and older,,,,,,,Intentional homicides,312.0
2018,Number,60 years and older,,,,,,,Intentional homicides,233.0
2019,Number,60 years and older,,,,,,,Intentional homicides,201.0
2020,Number,60 years and older,,,,,,,Intentional homicides,292.0
2021,Number,60 years and older,,,,,,,Intentional homicides,243.0
2022,Number,60 years and older,,,,,,,Intentional homicides,264.0
2023,Number,60 years and older,,,,,,,Intentional homicides,233.0
2024,Number,60 years and older,,,,,,,Intentional homicides,269.0
2025,Number,60 years and older,,,,,,,Intentional homicides,371.0
2010,Number,,Female,,,,,,Intentional homicides,393.0
2011,Number,,Female,,,,,,Intentional homicides,338.0
2012,Number,,Female,,,,,,Intentional homicides,296.0
2013,Number,,Female,,,,,,Intentional homicides,328.0
2014,Number,,Female,,,,,,Intentional homicides,339.0
2015,Number,,Female,,,,,,Intentional homicides,327.0
2016,Number,,Female,,,,,,Intentional homicides,469.0
2017,Number,,Female,,,,,,Intentional homicides,380.0
2018,Number,,Female,,,,,,Intentional homicides,367.0
2019,Number,,Female,,,,,,Intentional homicides,276.0
2020,Number,,Female,,,,,,Intentional homicides,357.0
2021,Number,,Female,,,,,,Intentional homicides,337.0
2022,Number,,Female,,,,,,Intentional homicides,349.0
2023,Number,,Female,,,,,,Intentional homicides,374.0
2024,Number,,Female,,,,,,Intentional homicides,338.0
2025,Number,,Female,,,,,,Intentional homicides,552.0
2010,Number,,Male,,,,,,Intentional homicides,400.0
2011,Number,,Male,,,,,,Intentional homicides,400.0
2012,Number,,Male,,,,,,Intentional homicides,363.0
2013,Number,,Male,,,,,,Intentional homicides,354.0
2014,Number,,Male,,,,,,Intentional homicides,377.0
2015,Number,,Male,,,,,,Intentional homicides,355.0
2016,Number,,Male,,,,,,Intentional homicides,494.0
2017,Number,,Male,,,,,,Intentional homicides,433.0
2018,Number,,Male,,,,,,Intentional homicides,421.0
2019,Number,,Male,,,,,,Intentional homicides,347.0
2020,Number,,Male,,,,,,Intentional homicides,425.0
2021,Number,,Male,,,,,,Intentional homicides,358.0
2022,Number,,Male,,,,,,Intentional homicides,337.0
2023,Number,,Male,,,,,,Intentional homicides,396.0
2024,Number,,Male,,,,,,Intentional homicides,441.0
2025,Number,,Male,,,,,,Intentional homicides,560.0
2010,Number,13 years and younger,Female,,,,,,Intentional homicides,37.0
2011,Number,13 years and younger,Female,,,,,,Intentional homicides,24.0
2012,Number,13 years and younger,Female,,,,,,Intentional homicides,39.0
2013,Number,13 years and younger,Female,,,,,,Intentional homicides,37.0
2014,Number,13 years and younger,Female,,,,,,Intentional homicides,24.0
2015,Number,13 years and younger,Female,,,,,,Intentional homicides,25.0
2016,Number,13 years and younger,Female,,,,,,Intentional homicides,30.0
2017,Number,13 years and younger,Female,,,,,,Intentional homicides,28.0
2018,Number,13 years and younger,Female,,,,,,Intentional homicides,30.0
2019,Number,13 years and younger,Female,,,,,,Intentional homicides,17.0
2020,Number,13 years and younger,Female,,,,,,Intentional homicides,43.0
2021,Number,13 years and younger,Female,,,,,,Intentional homicides,43.0
2022,Number,13 years and younger,Female,,,,,,Intentional homicides,27.0
2023,Number,13 years and younger,Female,,,,,,Intentional homicides,39.0
2024,Number,13 years and younger,Female,,,,,,Intentional homicides,20.0
2025,Number,13 years and younger,Female,,,,,,Intentional homicides,48.0
2010,Number,13 years and younger,Male,,,,,,Intentional homicides,40.0
2011,Number,13 years and younger,Male,,,,,,Intentional homicides,49.0
2012,Number,13 years and younger,Male,,,,,,Intentional homicides,51.0
2013,Number,13 years and younger,Male,,,,,,Intentional homicides,29.0
2014,Number,13 years and younger,Male,,,,,,Intentional homicides,39.0
2015,Number,13 years and younger,Male,,,,,,Intentional homicides,37.0
2016,Number,13 years and younger,Male,,,,,,Intentional homicides,38.0
2017,Number,13 years and younger,Male,,,,,,Intentional homicides,39.0
2018,Number,13 years and younger,Male,,,,,,Intentional homicides,40.0
2019,Number,13 years and younger,Male,,,,,,Intentional homicides,29.0
2020,Number,13 years and younger,Male,,,,,,Intentional homicides,36.0
2021,Number,13 years and younger,Male,,,,,,Intentional homicides,40.0
2022,Number,13 years and younger,Male,,,,,,Intentional homicides,24.0
2023,Number,13 years and younger,Male,,,,,,Intentional homicides,33.0
2024,Number,13 years and younger,Male,,,,,,Intentional homicides,36.0
2025,Number,13 years and younger,Male,,,,,,Intentional homicides,44.0
2010,Number,14 to under 18 years,Female,,,,,,Intentional homicides,14.0
2011,Number,14 to under 18 years,Female,,,,,,Intentional homicides,12.0
2012,Number,14 to under 18 years,Female,,,‒,,,Intentional homicides,0.0
2013,Number,14 to under 18 years,Female,,,,,,Intentional homicides,4.0
2014,Number,14 to under 18 years,Female,,,,,,Intentional homicides,5.0
2015,Number,14 to under 18 years,Female,,,,,,Intentional homicides,9.0
2016,Number,14 to under 18 years,Female,,,,,,Intentional homicides,22.0
2017,Number,14 to under 18 years,Female,,,,,,Intentional homicides,1.0
2018,Number,14 to under 18 years,Female,,,,,,Intentional homicides,8.0
2019,Number,14 to under 18 years,Female,,,,,,Intentional homicides,4.0
2020,Number,14 to under 18 years,Female,,,,,,Intentional homicides,4.0
2021,Number,14 to under 18 years,Female,,,,,,Intentional homicides,7.0
2022,Number,14 to under 18 years,Female,,,,,,Intentional homicides,12.0
2023,Number,14 to under 18 years,Female,,,,,,Intentional homicides,8.0
2024,Number,14 to under 18 years,Female,,,,,,Intentional homicides,7.0
2025,Number,14 to under 18 years,Female,,,,,,Intentional homicides,16.0
2010,Number,14 to under 18 years,Male,,,,,,Intentional homicides,8.0
2011,Number,14 to under 18 years,Male,,,,,,Intentional homicides,15.0
2012,Number,14 to under 18 years,Male,,,,,,Intentional homicides,6.0
2013,Number,14 to under 18 years,Male,,,,,,Intentional homicides,8.0
2014,Number,14 to under 18 years,Male,,,,,,Intentional homicides,10.0
2015,Number,14 to under 18 years,Male,,,,,,Intentional homicides,5.0
2016,Number,14 to under 18 years,Male,,,,,,Intentional homicides,13.0
2017,Number,14 to under 18 years,Male,,,,,,Intentional homicides,3.0
2018,Number,14 to under 18 years,Male,,,,,,Intentional homicides,6.0
2019,Number,14 to under 18 years,Male,,,,,,Intentional homicides,7.0
2020,Number,14 to under 18 years,Male,,,,,,Intentional homicides,8.0
2021,Number,14 to under 18 years,Male,,,,,,Intentional homicides,7.0
2022,Number,14 to under 18 years,Male,,,,,,Intentional homicides,2.0
2023,Number,14 to under 18 years,Male,,,,,,Intentional homicides,9.0
2024,Number,14 to under 18 years,Male,,,,,,Intentional homicides,8.0
2025,Number,14 to under 18 years,Male,,,,,,Intentional homicides,20.0
2010,Number,18 to under 21 years,Female,,,,,,Intentional homicides,19.0
2011,Number,18 to under 21 years,Female,,,,,,Intentional homicides,10.0
2012,Number,18 to under 21 years,Female,,,,,,Intentional homicides,10.0
2013,Number,18 to under 21 years,Female,,,,,,Intentional homicides,6.0
2014,Number,18 to under 21 years,Female,,,,,,Intentional homicides,9.0
2015,Number,18 to under 21 years,Female,,,,,,Intentional homicides,9.0
2016,Number,18 to under 21 years,Female,,,,,,Intentional homicides,18.0
2017,Number,18 to under 21 years,Female,,,,,,Intentional homicides,7.0
2018,Number,18 to under 21 years,Female,,,,,,Intentional homicides,12.0
2019,Number,18 to under 21 years,Female,,,,,,Intentional homicides,5.0
2020,Number,18 to under 21 years,Female,,,,,,Intentional homicides,6.0
2021,Number,18 to under 21 years,Female,,,,,,Intentional homicides,4.0
2022,Number,18 to under 21 years,Female,,,,,,Intentional homicides,8.0
2023,Number,18 to under 21 years,Female,,,,,,Intentional homicides,9.0
2024,Number,18 to under 21 years,Female,,,,,,Intentional homicides,13.0
2025,Number,18 to under 21 years,Female,,,,,,Intentional homicides,18.0
2010,Number,18 to under 21 years,Male,,,,,,Intentional homicides,19.0
2011,Number,18 to under 21 years,Male,,,,,,Intentional homicides,19.0
2012,Number,18 to under 21 years,Male,,,,,,Intentional homicides,13.0
2013,Number,18 to under 21 years,Male,,,,,,Intentional homicides,9.0
2014,Number,18 to under 21 years,Male,,,,,,Intentional homicides,11.0
2015,Number,18 to under 21 years,Male,,,,,,Intentional homicides,9.0
2016,Number,18 to under 21 years,Male,,,,,,Intentional homicides,25.0
2017,Number,18 to under 21 years,Male,,,,,,Intentional homicides,9.0
2018,Number,18 to under 21 years,Male,,,,,,Intentional homicides,14.0
2019,Number,18 to under 21 years,Male,,,,,,Intentional homicides,11.0
2020,Number,18 to under 21 years,Male,,,,,,Intentional homicides,15.0
2021,Number,18 to under 21 years,Male,,,,,,Intentional homicides,15.0
2022,Number,18 to under 21 years,Male,,,,,,Intentional homicides,15.0
2023,Number,18 to under 21 years,Male,,,,,,Intentional homicides,9.0
2024,Number,18 to under 21 years,Male,,,,,,Intentional homicides,14.0
2025,Number,18 to under 21 years,Male,,,,,,Intentional homicides,16.0
2010,Number,21 to under 60 years,Female,,,,,,Intentional homicides,202.0
2011,Number,21 to under 60 years,Female,,,,,,Intentional homicides,180.0
2012,Number,21 to under 60 years,Female,,,,,,Intentional homicides,139.0
2013,Number,21 to under 60 years,Female,,,,,,Intentional homicides,159.0
2014,Number,21 to under 60 years,Female,,,,,,Intentional homicides,180.0
2015,Number,21 to under 60 years,Female,,,,,,Intentional homicides,141.0
2016,Number,21 to under 60 years,Female,,,,,,Intentional homicides,236.0
2017,Number,21 to under 60 years,Female,,,,,,Intentional homicides,176.0
2018,Number,21 to under 60 years,Female,,,,,,Intentional homicides,184.0
2019,Number,21 to under 60 years,Female,,,,,,Intentional homicides,144.0
2020,Number,21 to under 60 years,Female,,,,,,Intentional homicides,142.0
2021,Number,21 to under 60 years,Female,,,,,,Intentional homicides,140.0
2022,Number,21 to under 60 years,Female,,,,,,Intentional homicides,136.0
2023,Number,21 to under 60 years,Female,,,,,,Intentional homicides,184.0
2024,Number,21 to under 60 years,Female,,,,,,Intentional homicides,150.0
2025,Number,21 to under 60 years,Female,,,,,,Intentional homicides,273.0
2010,Number,21 to under 60 years,Male,,,,,,Intentional homicides,246.0
2011,Number,21 to under 60 years,Male,,,,,,Intentional homicides,244.0
2012,Number,21 to under 60 years,Male,,,,,,Intentional homicides,220.0
2013,Number,21 to under 60 years,Male,,,,,,Intentional homicides,218.0
2014,Number,21 to under 60 years,Male,,,,,,Intentional homicides,225.0
2015,Number,21 to under 60 years,Male,,,,,,Intentional homicides,202.0
2016,Number,21 to under 60 years,Male,,,,,,Intentional homicides,291.0
2017,Number,21 to under 60 years,Male,,,,,,Intentional homicides,238.0
2018,Number,21 to under 60 years,Male,,,,,,Intentional homicides,261.0
2019,Number,21 to under 60 years,Male,,,,,,Intentional homicides,205.0
2020,Number,21 to under 60 years,Male,,,,,,Intentional homicides,236.0
2021,Number,21 to under 60 years,Male,,,,,,Intentional homicides,196.0
2022,Number,21 to under 60 years,Male,,,,,,Intentional homicides,198.0
2023,Number,21 to under 60 years,Male,,,,,,Intentional homicides,246.0
2024,Number,21 to under 60 years,Male,,,,,,Intentional homicides,262.0
2025,Number,21 to under 60 years,Male,,,,,,Intentional homicides,306.0
2010,Number,60 years and older,Female,,,,,,Intentional homicides,121.0
2011,Number,60 years and older,Female,,,,,,Intentional homicides,112.0
2012,Number,60 years and older,Female,,,,,,Intentional homicides,108.0
2013,Number,60 years and older,Female,,,,,,Intentional homicides,122.0
2014,Number,60 years and older,Female,,,,,,Intentional homicides,121.0
2015,Number,60 years and older,Female,,,,,,Intentional homicides,143.0
2016,Number,60 years and older,Female,,,,,,Intentional homicides,163.0
2017,Number,60 years and older,Female,,,,,,Intentional homicides,168.0
2018,Number,60 years and older,Female,,,,,,Intentional homicides,133.0
2019,Number,60 years and older,Female,,,,,,Intentional homicides,106.0
2020,Number,60 years and older,Female,,,,,,Intentional homicides,162.0
2021,Number,60 years and older,Female,,,,,,Intentional homicides,143.0
2022,Number,60 years and older,Female,,,,,,Intentional homicides,166.0
2023,Number,60 years and older,Female,,,,,,Intentional homicides,134.0
2024,Number,60 years and older,Female,,,,,,Intentional homicides,148.0
2025,Number,60 years and older,Female,,,,,,Intentional homicides,197.0
2010,Number,60 years and older,Male,,,,,,Intentional homicides,87.0
2011,Number,60 years and older,Male,,,,,,Intentional homicides,73.0
2012,Number,60 years and older,Male,,,,,,Intentional homicides,73.0
2013,Number,60 years and older,Male,,,,,,Intentional homicides,90.0
2014,Number,60 years and older,Male,,,,,,Intentional homicides,92.0
2015,Number,60 years and older,Male,,,,,,Intentional homicides,102.0
2016,Number,60 years and older,Male,,,,,,Intentional homicides,127.0
2017,Number,60 years and older,Male,,,,,,Intentional homicides,144.0
2018,Number,60 years and older,Male,,,,,,Intentional homicides,100.0
2019,Number,60 years and older,Male,,,,,,Intentional homicides,95.0
2020,Number,60 years and older,Male,,,,,,Intentional homicides,130.0
2021,Number,60 years and older,Male,,,,,,Intentional homicides,100.0
2022,Number,60 years and older,Male,,,,,,Intentional homicides,98.0
2023,Number,60 years and older,Male,,,,,,Intentional homicides,99.0
2024,Number,60 years and older,Male,,,,,,Intentional homicides,121.0
2025,Number,60 years and older,Male,,,,,,Intentional homicides,174.0
2010,Number,,,Intimate partner or family member,,,,,Intentional homicides,343.0
2011,Number,,,Intimate partner or family member,,,,,Intentional homicides,318.0
2012,Number,,,Intimate partner or family member,,,,,Intentional homicides,287.0
2013,Number,,,Intimate partner or family member,,,,,Intentional homicides,308.0
2014,Number,,,Intimate partner or family member,,,,,Intentional homicides,340.0
2015,Number,,,Intimate partner or family member,,,,,Intentional homicides,293.0
2016,Number,,,Intimate partner or family member,,,,,Intentional homicides,325.0
2017,Number,,,Intimate partner or family member,,,,,Intentional homicides,336.0
2018,Number,,,Intimate partner or family member,,,,,Intentional homicides,310.0
2019,Number,,,Intimate partner or family member,,,,,Intentional homicides,282.0
2020,Number,,,Intimate partner or family member,,,,,Intentional homicides,332.0
2021,Number,,,Intimate partner or family member,,,,,Intentional homicides,286.0
2022,Number,,,Intimate partner or family member,,,,,Intentional homicides,271.0
2023,Number,,,Intimate partner or family member,,,,,Intentional homicides,341.0
2024,Number,,,Intimate partner or family member,,,,,Intentional homicides,304.0
2025,Number,,,Intimate partner or family member,,,,,Intentional homicides,310.0
2010,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,232.0
2011,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,228.0
2012,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,182.0
2013,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,224.0
2014,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,241.0
2015,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,210.0
2016,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,238.0
2017,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,231.0
2018,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,204.0
2019,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,187.0
2020,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,225.0
2021,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,207.0
2022,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,198.0
2023,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,253.0
2024,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,203.0
2025,Number,,Female,Intimate partner or family member,,,,,Intentional homicides,220.0
2010,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,111.0
2011,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,90.0
2012,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,105.0
2013,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,84.0
2014,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,99.0
2015,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,83.0
2016,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,87.0
2017,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,105.0
2018,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,106.0
2019,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,95.0
2020,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,107.0
2021,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,79.0
2022,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,73.0
2023,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,88.0
2024,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,101.0
2025,Number,,Male,Intimate partner or family member,,,,,Intentional homicides,90.0
2010,Number,,,Intimate partner,,.,,,Intentional homicides,
2011,Number,,,Intimate partner,,.,,,Intentional homicides,
2012,Number,,,Intimate partner,,,,,Intentional homicides,133.0
2013,Number,,,Intimate partner,,,,,Intentional homicides,175.0
2014,Number,,,Intimate partner,,,,,Intentional homicides,197.0
2015,Number,,,Intimate partner,,,,,Intentional homicides,163.0
2016,Number,,,Intimate partner,,,,,Intentional homicides,181.0
2017,Number,,,Intimate partner,,,,,Intentional homicides,189.0
2018,Number,,,Intimate partner,,,,,Intentional homicides,155.0
2019,Number,,,Intimate partner,,,,,Intentional homicides,156.0
2020,Number,,,Intimate partner,,,,,Intentional homicides,177.0
2021,Number,,,Intimate partner,,,,,Intentional homicides,135.0
2022,Number,,,Intimate partner,,,,,Intentional homicides,158.0
2023,Number,,,Intimate partner,,,,,Intentional homicides,183.0
2024,Number,,,Intimate partner,,,,,Intentional homicides,164.0
2025,Number,,,Intimate partner,,,,,Intentional homicides,163.0
2010,Number,,Female,Intimate partner,,.,,,Intentional homicides,
2011,Number,,Female,Intimate partner,,.,,,Intentional homicides,
2012,Number,,Female,Intimate partner,,,,,Intentional homicides,113.0
2013,Number,,Female,Intimate partner,,,,,Intentional homicides,146.0
2014,Number,,Female,Intimate partner,,,,,Intentional homicides,167.0
2015,Number,,Female,Intimate partner,,,,,Intentional homicides,139.0
2016,Number,,Female,Intimate partner,,,,,Intentional homicides,164.0
2017,Number,,Female,Intimate partner,,,,,Intentional homicides,153.0
2018,Number,,Female,Intimate partner,,,,,Intentional homicides,127.0
2019,Number,,Female,Intimate partner,,,,,Intentional homicides,123.0
2020,Number,,Female,Intimate partner,,,,,Intentional homicides,146.0
2021,Number,,Female,Intimate partner,,,,,Intentional homicides,121.0
2022,Number,,Female,Intimate partner,,,,,Intentional homicides,137.0
2023,Number,,Female,Intimate partner,,,,,Intentional homicides,159.0
2024,Number,,Female,Intimate partner,,,,,Intentional homicides,138.0
2025,Number,,Female,Intimate partner,,,,,Intentional homicides,139.0
2010,Number,,Male,Intimate partner,,.,,,Intentional homicides,
2011,Number,,Male,Intimate partner,,.,,,Intentional homicides,
2012,Number,,Male,Intimate partner,,,,,Intentional homicides,20.0
2013,Number,,Male,Intimate partner,,,,,Intentional homicides,29.0
2014,Number,,Male,Intimate partner,,,,,Intentional homicides,30.0
2015,Number,,Male,Intimate partner,,,,,Intentional homicides,24.0
2016,Number,,Male,Intimate partner,,,,,Intentional homicides,17.0
2017,Number,,Male,Intimate partner,,,,,Intentional homicides,36.0
2018,Number,,Male,Intimate partner,,,,,Intentional homicides,28.0
2019,Number,,Male,Intimate partner,,,,,Intentional homicides,33.0
2020,Number,,Male,Intimate partner,,,,,Intentional homicides,31.0
2021,Number,,Male,Intimate partner,,,,,Intentional homicides,14.0
2022,Number,,Male,Intimate partner,,,,,Intentional homicides,21.0
2023,Number,,Male,Intimate partner,,,,,Intentional homicides,24.0
2024,Number,,Male,Intimate partner,,,,,Intentional homicides,26.0
2025,Number,,Male,Intimate partner,,,,,Intentional homicides,24.0
2010,Number,,,Family member,,.,,,Intentional homicides,
2011,Number,,,Family member,,.,,,Intentional homicides,
2012,Number,,,Family member,,,,,Intentional homicides,154.0
2013,Number,,,Family member,,,,,Intentional homicides,133.0
2014,Number,,,Family member,,,,,Intentional homicides,143.0
2015,Number,,,Family member,,,,,Intentional homicides,130.0
2016,Number,,,Family member,,,,,Intentional homicides,144.0
2017,Number,,,Family member,,,,,Intentional homicides,147.0
2018,Number,,,Family member,,,,,Intentional homicides,155.0
2019,Number,,,Family member,,,,,Intentional homicides,126.0
2020,Number,,,Family member,,,,,Intentional homicides,155.0
2021,Number,,,Family member,,,,,Intentional homicides,151.0
2022,Number,,,Family member,,,,,Intentional homicides,113.0
2023,Number,,,Family member,,,,,Intentional homicides,158.0
2024,Number,,,Family member,,,,,Intentional homicides,140.0
2025,Number,,,Family member,,,,,Intentional homicides,147.0
2010,Number,,Female,Family member,,.,,,Intentional homicides,
2011,Number,,Female,Family member,,.,,,Intentional homicides,
2012,Number,,Female,Family member,,,,,Intentional homicides,69.0
2013,Number,,Female,Family member,,,,,Intentional homicides,78.0
2014,Number,,Female,Family member,,,,,Intentional homicides,74.0
2015,Number,,Female,Family member,,,,,Intentional homicides,71.0
2016,Number,,Female,Family member,,,,,Intentional homicides,74.0
2017,Number,,Female,Family member,,,,,Intentional homicides,78.0
2018,Number,,Female,Family member,,,,,Intentional homicides,77.0
2019,Number,,Female,Family member,,,,,Intentional homicides,64.0
2020,Number,,Female,Family member,,,,,Intentional homicides,79.0
2021,Number,,Female,Family member,,,,,Intentional homicides,86.0
2022,Number,,Female,Family member,,,,,Intentional homicides,61.0
2023,Number,,Female,Family member,,,,,Intentional homicides,94.0
2024,Number,,Female,Family member,,,,,Intentional homicides,65.0
2025,Number,,Female,Family member,,,,,Intentional homicides,81.0
2010,Number,,Male,Family member,,.,,,Intentional homicides,
2011,Number,,Male,Family member,,.,,,Intentional homicides,
2012,Number,,Male,Family member,,,,,Intentional homicides,85.0
2013,Number,,Male,Family member,,,,,Intentional homicides,55.0
2014,Number,,Male,Family member,,,,,Intentional homicides,69.0
2015,Number,,Male,Family member,,,,,Intentional homicides,59.0
2016,Number,,Male,Family member,,,,,Intentional homicides,70.0
2017,Number,,Male,Family member,,,,,Intentional homicides,69.0
2018,Number,,Male,Family member,,,,,Intentional homicides,78.0
2019,Number,,Male,Family member,,,,,Intentional homicides,62.0
2020,Number,,Male,Family member,,,,,Intentional homicides,76.0
2021,Number,,Male,Family member,,,,,Intentional homicides,65.0
2022,Number,,Male,Family member,,,,,Intentional homicides,52.0
2023,Number,,Male,Family member,,,,,Intentional homicides,64.0
2024,Number,,Male,Family member,,,,,Intentional homicides,75.0
2025,Number,,Male,Family member,,,,,Intentional homicides,66.0
2010,Percentage,,,,,0,,,Intentional homicides,0.00097
2011,Percentage,,,,,0,,,Intentional homicides,0.00092
2012,Percentage,,,,,0,,,Intentional homicides,0.00082
2013,Percentage,,,,,0,,,Intentional homicides,0.00085
2014,Percentage,,,,,0,,,Intentional homicides,0.00088
2015,Percentage,,,,,0,,,Intentional homicides,0.00083
2016,Percentage,,,,,0,,,Intentional homicides,0.00117
2017,Percentage,,,,,0,,,Intentional homicides,0.00099
2018,Percentage,,,,,0,,,Intentional homicides,0.00096
2019,Percentage,,,,,0,,,Intentional homicides,0.00076
2020,Percentage,,,,,0,,,Intentional homicides,0.00095
2021,Percentage,,,,,0,,,Intentional homicides,0.00085
2022,Percentage,,,,,0,,,Intentional homicides,0.00083
2023,Percentage,,,,,0,,,Intentional homicides,0.00092
2024,Percentage,,,,,0,,,Intentional homicides,0.00093
2025,Percentage,,,,,0,,,Intentional homicides,0.0013
2010,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00076
2011,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.0008
2012,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00099
2013,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00073
2014,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00069
2015,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00067
2016,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00072
2017,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.0007
2018,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00072
2019,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00047
2020,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00081
2021,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00085
2022,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00048
2023,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00066
2024,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.00052
2025,Percentage,13 years and younger,,,,0,,,Intentional homicides,0.0009
2010,Percentage,14 to under 18 years,,,,0,,,Intentional homicides,0.00068
